TABLE_8:_DISTRIBUTION_OF_ANNUAL_HOUSEHOLD_INCOME
""
State
Alabama
Alaska
Arizona
Arkansas
California2
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Guam
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan3
Minnesota
Mississippi
Missouri
Montana
N. Mariana Islands
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma3
Oregon
Pennsylvania
Puerto Rico
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
U.S. Virgin Islands
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
Total
""
HERA = Housing and Economic Recovery Act. LIHTC = low-income housing tax credit. PIS = LIHTC properties placed in service database.
""
"1 Includes only households with income certified in 2022, 2023 or 2024. "
2 Information for California was not reported due to migration to a new compliance reporting system.
"3 Michigan reported an increase in households with income of $1, from 0% in 2022 to 85% in 2023."
"Oklahoma reported an increase in households with income of $1, from 0% in 2022 to 87% in 2023."
