TABLE_1:_COMPARISON_OF_2020_AND_2021_LIHTC_PROPERTY_AND_TENANT_DATA_SUBMISSIONS
""
""
State
Alabama
Alaska
Arizona
Arkansas
California
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Guam
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
N. Mariana Islands
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Puerto Rico
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
U.S. Virgin Islands
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
Total
""
HERA = Housing and Economic Recovery Act. LIHTC = low-income housing tax credit. PIS = LIHTC properties placed in service database.
""
"Note: American Samoa placed 119 properties in service using the Tax Credit Exchange Program (TCAP), but otherwise does not actively administer LIHTCs and therefore is exempt from HERA requirements."
""
"1 The 2020 data are identical to those reported in Data on Tenants in LIHTC Units as of December 31, 2020 , and do not include information on properties placed in service prior to 2020 that was reported with the "
2021 PIS data collection.
