"TABLE_12B:_USE_OF_FEDERAL_CONSTRUCTION_SUBSIDIES,_DIRECT_LOANS,_AND_LOAN_GUARANTEES_THAT_HAVE_OCCUPANCY_REQUIREMENTS1"
""
State
Alabama
Alaska
Arizona
Arkansas
California2
Colorado
Connecticut
Delaware
District of Columbia
Florida
Georgia
Guam
Hawaii
Idaho
Illinois
Indiana
Iowa
Kansas
Kentucky
Louisiana
Maine
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Montana
N. Mariana Islands
Nebraska
Nevada
New Hampshire
New Jersey
New Mexico
New York
North Carolina
North Dakota
Ohio
Oklahoma
Oregon
Pennsylvania
Puerto Rico
Rhode Island
South Carolina
South Dakota
Tennessee
Texas
U.S. Virgin Islands
Utah
Vermont
Virginia
Washington
West Virginia
Wisconsin
Wyoming
Total
""
1 Includes both vacant and occupied units
2 Information for California was not reported due to migration to a new compliance reporting system.
""
Data from HUD's LIHTC Properties Placed in Service Database
Percent of Active Rent-Restricted Units Placed in Service through 2023
""
Total
""
HERA = Housing and Economic Recovery Act. LIHTC = Low-Income Housing Tax Credit. PIS = LIHTC Properties Placed in Service database. TCEP = Tax Credit Exchange Program. TCAP=Tax Credit Assistance Program.
